Date,^GSPC,^DJI,^IXIC,SLAB,NVDA,Open,High,Low,Adj Close,Adj Close Output
2012-05-22,0.0016937028561794243,-0.0005326146065584014,0.0038885972556919057,0.026076409945421597,0.024711768339717555,-0.030794165316045286,-0.030303030303030276,-0.03125000000000011,-0.012987012987012991,-0.022222222222222143
2012-05-23,0.0013800320130266108,0.002688796785304426,-0.003768344336064655,0.004432683215130018,-0.02652732798176094,0.018394648829431315,0.0032894736842103978,0.011884550084889645,-0.009868421052631637,-0.012987012987012991
2012-05-24,-0.002165632767253012,-0.005979362876354255,-0.0006514992978132739,0.00529555720532171,0.023947037417340722,-0.011494252873563315,0.01967213114754096,0.005033557046979942,0.03322259136212624,-0.009868421052631637
2012-05-25,0.011078977856053607,0.01010534477080638,0.011791931947163103,0.0316067329005989,0.02580653303178959,0.03488372093023262,0.03858520900321549,0.03839732888146896,0.03858520900321549,0.03322259136212624
2012-05-29,-0.014334892428261803,-0.012783883276905383,-0.011713688698719582,-0.019290780141843933,-0.011792528870017915,0.019261637239165186,-0.010835913312693513,-0.01125401929260439,-0.047987616099071095,0.03858520900321549
2012-05-30,-0.0022766653389425517,-0.0021264455679445016,-0.0035314583352602513,-0.0011571015331213186,-0.01113735852283515,-0.03622047244094484,-0.03912363067292646,-0.03577235772357734,-0.011382113821138296,-0.047987616099071095
2012-05-31,-0.024642584756720654,-0.02217944782728032,-0.028245667487596493,-0.042282045823401115,-0.03620304845659228,-0.03594771241830064,-0.03908794788273606,-0.050590219224283306,-0.05756578947368418,-0.011382113821138296
2012-06-01,0.00010955447069527224,-0.0014119117650078783,0.004560553704198389,0.015421892954339267,-0.020867890414883128,-0.023728813559322104,-0.011864406779661052,-0.019538188277087087,-0.017452006980802848,-0.05756578947368418
2012-06-04,0.005726850436362785,0.0021890114155953544,0.006557982374853832,0.03186420298605097,0.028985415241160828,-0.01736111111111105,0.0017152658662091813,0.021739130434782705,0.035523978685612745,-0.017452006980802848
2012-06-05,0.023049401011279613,0.023651139672246968,0.023976682505190583,0.025685395342834427,0.02651191569377298,0.044169611307420586,0.044520547945205546,0.0478723404255319,0.032590051457976,0.035523978685612745
